#,separator,Bar,BPM,time_unit (s),Rel_timestemp (s),label,continuous
124,1,7,129,0.1163,17.9348,0,0
125,1,7,129,0.1163,18.0511,0,0
126,1,7,129,0.1163,18.1674,0,0
127,1,7,129,0.1163,18.2837,0,0
128,0,8,129,0.1163,18.4000,1,0
129,0,8,129,0.1163,18.5162,0,0
130,0,8,129,0.1163,18.6325,0,0
131,0,8,129,0.1163,18.7488,0,0
132,0,8,129,0.1163,18.8651,2,0
133,0,8,129,0.1163,18.9813,0,0
134,0,8,129,0.1163,19.0976,1,0
135,0,8,129,0.1163,19.2139,1,0
136,0,8,129,0.1163,19.3302,0,0
137,0,8,129,0.1163,19.4465,0,0
138,0,8,129,0.1163,19.5627,1,0
139,0,8,129,0.1163,19.6790,0,0
140,0,8,129,0.1163,19.7953,2,0
141,0,8,129,0.1163,19.9116,0,0
142,0,8,129,0.1163,20.0279,2,0
143,0,8,129,0.1163,20.1441,0,0
144,1,9,129,0.1163,20.2604,1,0
145,1,9,129,0.1163,20.3767,0,0
146,1,9,129,0.1163,20.4930,0,0
147,1,9,129,0.1163,20.6093,2,0
148,1,9,129,0.1163,20.7255,0,0
149,1,9,129,0.1163,20.8418,0,0
150,1,9,129,0.1163,20.9581,1,0
151,1,9,129,0.1163,21.0744,0,0
152,1,9,129,0.1163,21.1907,1,0
153,1,9,129,0.1163,21.3069,0,0
154,1,9,129,0.1163,21.4232,0,0
155,1,9,129,0.1163,21.5395,0,0
156,1,9,129,0.1163,21.6558,0,0
157,1,9,129,0.1163,21.7720,0,0
158,1,9,129,0.1163,21.8883,1,0
159,1,9,129,0.1163,22.0046,0,0
160,0,10,129,0.1163,22.1209,1,0
161,0,10,129,0.1163,22.2372,0,0
162,0,10,129,0.1163,22.3534,0,0
163,0,10,129,0.1163,22.4697,2,0
164,0,10,129,0.1163,22.5860,0,0
165,0,10,129,0.1163,22.7023,0,0
166,0,10,129,0.1163,22.8186,2,0
167,0,10,129,0.1163,22.9348,0,0
168,0,10,129,0.1163,23.0511,1,0
169,0,10,129,0.1163,23.1674,0,0
170,0,10,129,0.1163,23.2837,0,0
171,0,10,129,0.1163,23.4000,2,0
172,0,10,129,0.1163,23.5162,0,0
173,0,10,129,0.1163,23.6325,0,0
174,0,10,129,0.1163,23.7488,2,0
175,0,10,129,0.1163,23.8651,0,0
176,1,11,129,0.1163,23.9813,1,0
177,1,11,129,0.1163,24.0976,0,0
178,1,11,129,0.1163,24.2139,0,0
179,1,11,129,0.1163,24.3302,2,0
180,1,11,129,0.1163,24.4465,0,0
181,1,11,129,0.1163,24.5627,0,0
182,1,11,129,0.1163,24.6790,2,0
183,1,11,129,0.1163,24.7953,0,0
184,1,11,129,0.1163,24.9116,1,0
185,1,11,129,0.1163,25.0279,0,0
186,1,11,129,0.1163,25.1441,0,0
187,1,11,129,0.1163,25.2604,0,0
188,1,11,129,0.1163,25.3767,0,0
189,1,11,129,0.1163,25.4930,0,0
190,1,11,129,0.1163,25.6093,1,0
191,1,11,129,0.1163,25.7255,1,0
192,0,12,129,0.1163,25.8418,1,0
193,0,12,129,0.1163,25.9581,0,0
194,0,12,129,0.1163,26.0744,0,0
195,0,12,129,0.1163,26.1907,1,0
196,0,12,129,0.1163,26.3069,0,0
197,0,12,129,0.1163,26.4232,0,0
198,0,12,129,0.1163,26.5395,1,0
199,0,12,129,0.1163,26.6558,0,0
200,0,12,129,0.1163,26.7720,1,0
201,0,12,129,0.1163,26.8883,0,0
202,0,12,129,0.1163,27.0046,0,0
203,0,12,129,0.1163,27.1209,0,0
204,0,12,129,0.1163,27.2372,2,0
205,0,12,129,0.1163,27.3534,0,0
206,0,12,129,0.1163,27.4697,1,0
207,0,12,129,0.1163,27.5860,1,0
208,1,13,129,0.1163,27.7023,1,0
209,1,13,129,0.1163,27.8186,0,0
210,1,13,129,0.1163,27.9348,0,0
211,1,13,129,0.1163,28.0511,1,0
212,1,13,129,0.1163,28.1674,0,0
213,1,13,129,0.1163,28.2837,0,0
214,1,13,129,0.1163,28.4000,1,0
215,1,13,129,0.1163,28.5162,0,0
216,1,13,129,0.1163,28.6325,1,0
217,1,13,129,0.1163,28.7488,0,0
218,1,13,129,0.1163,28.8651,0,0
219,1,13,129,0.1163,28.9813,0,0
220,1,13,129,0.1163,29.0976,2,0
221,1,13,129,0.1163,29.2139,0,0
222,1,13,129,0.1163,29.3302,1,0
223,1,13,129,0.1163,29.4465,1,0
224,0,14,129,0.1163,29.5627,1,0
225,0,14,129,0.1163,29.6790,0,0
226,0,14,129,0.1163,29.7953,0,0
227,0,14,129,0.1163,29.9116,1,0
228,0,14,129,0.1163,30.0279,0,0
229,0,14,129,0.1163,30.1441,0,0
230,0,14,129,0.1163,30.2604,1,0
231,0,14,129,0.1163,30.3767,0,0
232,0,14,129,0.1163,30.4930,2,0
233,0,14,129,0.1163,30.6093,0,0
234,0,14,129,0.1163,30.7255,0,0
235,0,14,129,0.1163,30.8418,0,0
236,0,14,129,0.1163,30.9581,2,0
237,0,14,129,0.1163,31.0744,0,0
238,0,14,129,0.1163,31.1907,0,0
239,0,14,129,0.1163,31.3069,0,0
240,1,15,129,0.1163,31.4232,1,0
241,1,15,129,0.1163,31.5395,0,0
242,1,15,129,0.1163,31.6558,0,0
243,1,15,129,0.1163,31.7720,0,0
244,1,15,129,0.1163,31.8883,2,0
245,1,15,129,0.1163,32.0046,0,0
246,1,15,129,0.1163,32.1209,1,0
247,1,15,129,0.1163,32.2372,0,0
248,1,15,129,0.1163,32.3534,1,0
249,1,15,129,0.1163,32.4697,0,0
250,1,15,129,0.1163,32.5860,0,0
251,1,15,129,0.1163,32.7023,0,0
252,1,15,129,0.1163,32.8186,2,0
253,1,15,129,0.1163,32.9348,0,0
254,1,15,129,0.1163,33.0511,2,0
255,1,15,129,0.1163,33.1674,2,0
256,0,16,129,0.1163,33.2837,1,0
257,0,16,129,0.1163,33.4000,0,0
258,0,16,129,0.1163,33.5162,0,0
259,0,16,129,0.1163,33.6325,0,0
260,0,16,129,0.1163,33.7488,2,0
261,0,16,129,0.1163,33.8651,0,0
262,0,16,129,0.1163,33.9813,1,0
263,0,16,129,0.1163,34.0976,1,0
264,0,16,129,0.1163,34.2139,0,0
265,0,16,129,0.1163,34.3302,0,0
266,0,16,129,0.1163,34.4465,1,0
267,0,16,129,0.1163,34.5627,0,0
268,0,16,129,0.1163,34.6790,2,0
269,0,16,129,0.1163,34.7953,0,0
270,0,16,129,0.1163,34.9116,2,0
271,0,16,129,0.1163,35.0279,2,0
272,1,17,129,0.1163,35.1441,1,0
273,1,17,129,0.1163,35.2604,0,0
274,1,17,129,0.1163,35.3767,0,0
275,1,17,129,0.1163,35.4930,2,0
276,1,17,129,0.1163,35.6093,0,0
277,1,17,129,0.1163,35.7255,0,0
278,1,17,129,0.1163,35.8418,1,0
279,1,17,129,0.1163,35.9581,1,0
280,1,17,129,0.1163,36.0744,1,0
281,1,17,129,0.1163,36.1907,0,0
282,1,17,129,0.1163,36.3069,0,0
283,1,17,129,0.1163,36.4232,0,0
284,1,17,129,0.1163,36.5395,0,0
285,1,17,129,0.1163,36.6558,0,0
286,1,17,129,0.1163,36.7720,1,0
287,1,17,129,0.1163,36.8883,0,0
288,0,18,129,0.1163,37.0046,1,0
289,0,18,129,0.1163,37.1209,0,0
290,0,18,129,0.1163,37.2372,0,0
291,0,18,129,0.1163,37.3534,2,0
292,0,18,129,0.1163,37.4697,0,0
293,0,18,129,0.1163,37.5860,0,0
294,0,18,129,0.1163,37.7023,2,0
295,0,18,129,0.1163,37.8186,2,0
296,0,18,129,0.1163,37.9348,1,0
297,0,18,129,0.1163,38.0511,0,0
298,0,18,129,0.1163,38.1674,0,0
299,0,18,129,0.1163,38.2837,2,0
300,0,18,129,0.1163,38.4000,0,0
301,0,18,129,0.1163,38.5162,0,0
302,0,18,129,0.1163,38.6325,2,0
303,0,18,129,0.1163,38.7488,2,0
304,1,19,129,0.1163,38.8651,1,0
305,1,19,129,0.1163,38.9813,0,0
306,1,19,129,0.1163,39.0976,0,0
307,1,19,129,0.1163,39.2139,2,0
308,1,19,129,0.1163,39.3302,0,0
309,1,19,129,0.1163,39.4465,0,0
310,1,19,129,0.1163,39.5627,2,0
311,1,19,129,0.1163,39.6790,0,0
312,1,19,129,0.1163,39.7953,1,0
313,1,19,129,0.1163,39.9116,0,0
314,1,19,129,0.1163,40.0279,0,0
315,1,19,129,0.1163,40.1441,0,0
316,1,19,129,0.1163,40.2604,0,0
317,1,19,129,0.1163,40.3767,0,0
318,1,19,129,0.1163,40.4930,1,0
319,1,19,129,0.1163,40.6093,1,0
320,0,20,129,0.1163,40.7255,1,0
321,0,20,129,0.1163,40.8418,0,0
322,0,20,129,0.1163,40.9581,0,0
323,0,20,129,0.1163,41.0744,1,0
324,0,20,129,0.1163,41.1907,0,0
325,0,20,129,0.1163,41.3069,0,0
326,0,20,129,0.1163,41.4232,1,0
327,0,20,129,0.1163,41.5395,0,0
328,0,20,129,0.1163,41.6558,1,0
329,0,20,129,0.1163,41.7720,0,0
330,0,20,129,0.1163,41.8883,2,0
331,0,20,129,0.1163,42.0046,0,0
332,0,20,129,0.1163,42.1209,2,0
333,0,20,129,0.1163,42.2372,0,0
334,0,20,129,0.1163,42.3534,1,0
335,0,20,129,0.1163,42.4697,1,0
336,1,21,129,0.1163,42.5860,1,0
337,1,21,129,0.1163,42.7023,0,0
338,1,21,129,0.1163,42.8186,0,0
339,1,21,129,0.1163,42.9348,1,0
340,1,21,129,0.1163,43.0511,0,0
341,1,21,129,0.1163,43.1674,0,0
342,1,21,129,0.1163,43.2837,1,0
343,1,21,129,0.1163,43.4000,0,0
344,1,21,129,0.1163,43.5162,1,0
345,1,21,129,0.1163,43.6325,0,0
346,1,21,129,0.1163,43.7488,2,0
347,1,21,129,0.1163,43.8651,0,0
348,1,21,129,0.1163,43.9813,2,0
349,1,21,129,0.1163,44.0976,0,0
350,1,21,129,0.1163,44.2139,1,0
351,1,21,129,0.1163,44.3302,1,0
352,0,22,129,0.1163,44.4465,1,0
353,0,22,129,0.1163,44.5627,0,0
354,0,22,129,0.1163,44.6790,0,0
355,0,22,129,0.1163,44.7953,1,0
356,0,22,129,0.1163,44.9116,0,0
357,0,22,129,0.1163,45.0279,0,0
358,0,22,129,0.1163,45.1441,1,0
359,0,22,129,0.1163,45.2604,0,0
360,0,22,129,0.1163,45.3767,2,0
361,0,22,129,0.1163,45.4930,0,0
362,0,22,129,0.1163,45.6093,0,0
363,0,22,129,0.1163,45.7255,2,0
364,0,22,129,0.1163,45.8418,0,0
365,0,22,129,0.1163,45.9581,0,0
366,0,22,129,0.1163,46.0744,2,0
367,0,22,129,0.1163,46.1907,0,0
368,1,23,129,0.1163,46.3069,5,1
369,1,23,129,0.1163,46.4232,5,1
370,1,23,129,0.1163,46.5395,5,1
371,1,23,129,0.1163,46.6558,5,1
372,1,23,129,0.1163,46.7720,5,1
373,1,23,129,0.1163,46.8883,5,1
374,1,23,129,0.1163,47.0046,5,1
375,1,23,129,0.1163,47.1209,5,1
376,1,23,129,0.1163,47.2372,5,1
377,1,23,129,0.1163,47.3534,5,1
378,1,23,129,0.1163,47.4697,5,1
379,1,23,129,0.1163,47.5860,5,1
380,1,23,129,0.1163,47.7023,5,1
381,1,23,129,0.1163,47.8186,0,0
382,1,23,129,0.1163,47.9348,0,0
383,1,23,129,0.1163,48.0511,0,0
384,0,24,129,0.1163,48.1674,1,0
385,0,24,129,0.1163,48.2837,1,0
386,0,24,129,0.1163,48.4000,0,0
387,0,24,129,0.1163,48.5162,1,0
388,0,24,129,0.1163,48.6325,1,0
389,0,24,129,0.1163,48.7488,0,0
390,0,24,129,0.1163,48.8651,1,0
391,0,24,129,0.1163,48.9813,0,0
392,0,24,129,0.1163,49.0976,1,0
393,0,24,129,0.1163,49.2139,1,0
394,0,24,129,0.1163,49.3302,0,0
395,0,24,129,0.1163,49.4465,1,0
396,0,24,129,0.1163,49.5627,1,0
397,0,24,129,0.1163,49.6790,0,0
398,0,24,129,0.1163,49.7953,0,0
399,0,24,129,0.1163,49.9116,0,0
400,1,25,129,0.1163,50.0279,1,0
401,1,25,129,0.1163,50.1441,1,0
402,1,25,129,0.1163,50.2604,0,0
403,1,25,129,0.1163,50.3767,1,0
404,1,25,129,0.1163,50.4930,1,0
405,1,25,129,0.1163,50.6093,0,0
406,1,25,129,0.1163,50.7255,1,0
407,1,25,129,0.1163,50.8418,0,0
408,1,25,129,0.1163,50.9581,1,0
409,1,25,129,0.1163,51.0744,0,0
410,1,25,129,0.1163,51.1907,2,0
411,1,25,129,0.1163,51.3069,2,0
412,1,25,129,0.1163,51.4232,2,0
413,1,25,129,0.1163,51.5395,0,0
414,1,25,129,0.1163,51.6558,0,0
415,1,25,129,0.1163,51.7720,0,0
416,0,26,129,0.1163,51.8883,1,0
417,0,26,129,0.1163,52.0046,1,0
418,0,26,129,0.1163,52.1209,0,0
419,0,26,129,0.1163,52.2372,1,0
420,0,26,129,0.1163,52.3534,1,0
421,0,26,129,0.1163,52.4697,0,0
422,0,26,129,0.1163,52.5860,1,0
423,0,26,129,0.1163,52.7023,0,0
424,0,26,129,0.1163,52.8186,1,0
425,0,26,129,0.1163,52.9348,1,0
426,0,26,129,0.1163,53.0511,0,0
427,0,26,129,0.1163,53.1674,1,0
428,0,26,129,0.1163,53.2837,1,0
429,0,26,129,0.1163,53.4000,0,0
430,0,26,129,0.1163,53.5162,0,0
431,0,26,129,0.1163,53.6325,0,0
432,1,27,129,0.1163,53.7488,1,0
433,1,27,129,0.1163,53.8651,0,0
434,1,27,129,0.1163,53.9813,0,0
435,1,27,129,0.1163,54.0976,0,0
436,1,27,129,0.1163,54.2139,2,0
437,1,27,129,0.1163,54.3302,0,0
438,1,27,129,0.1163,54.4465,0,0
439,1,27,129,0.1163,54.5627,0,0
440,1,27,129,0.1163,54.6790,1,0
441,1,27,129,0.1163,54.7953,0,0
442,1,27,129,0.1163,54.9116,1,0
443,1,27,129,0.1163,55.0279,0,0
444,1,27,129,0.1163,55.1441,2,0
445,1,27,129,0.1163,55.2604,0,0
446,1,27,129,0.1163,55.3767,0,0
447,1,27,129,0.1163,55.4930,0,0
448,0,28,129,0.1163,55.6093,1,0
449,0,28,129,0.1163,55.7255,1,0
450,0,28,129,0.1163,55.8418,0,0
451,0,28,129,0.1163,55.9581,1,0
452,0,28,129,0.1163,56.0744,1,0
453,0,28,129,0.1163,56.1907,0,0
454,0,28,129,0.1163,56.3069,1,0
455,0,28,129,0.1163,56.4232,0,0
456,0,28,129,0.1163,56.5395,1,0
457,0,28,129,0.1163,56.6558,1,0
458,0,28,129,0.1163,56.7720,0,0
459,0,28,129,0.1163,56.8883,1,0
460,0,28,129,0.1163,57.0046,1,0
461,0,28,129,0.1163,57.1209,0,0
462,0,28,129,0.1163,57.2372,0,0
463,0,28,129,0.1163,57.3534,0,0
464,1,29,129,0.1163,57.4697,1,0
465,1,29,129,0.1163,57.5860,1,0
466,1,29,129,0.1163,57.7023,0,0
467,1,29,129,0.1163,57.8186,1,0
468,1,29,129,0.1163,57.9348,1,0
469,1,29,129,0.1163,58.0511,0,0
470,1,29,129,0.1163,58.1674,1,0
471,1,29,129,0.1163,58.2837,0,0
472,1,29,129,0.1163,58.4000,1,0
473,1,29,129,0.1163,58.5162,0,0
474,1,29,129,0.1163,58.6325,2,0
475,1,29,129,0.1163,58.7488,2,0
476,1,29,129,0.1163,58.8651,2,0
477,1,29,129,0.1163,58.9813,0,0
478,1,29,129,0.1163,59.0976,0,0
479,1,29,129,0.1163,59.2139,0,0
480,0,30,129,0.1163,59.3302,1,0
481,0,30,129,0.1163,59.4465,0,0
482,0,30,129,0.1163,59.5627,1,0
483,0,30,129,0.1163,59.6790,1,0
484,0,30,129,0.1163,59.7953,2,0
485,0,30,129,0.1163,59.9116,0,0
486,0,30,129,0.1163,60.0279,1,0
487,0,30,129,0.1163,60.1441,0,0
488,0,30,129,0.1163,60.2604,1,0
489,0,30,129,0.1163,60.3767,1,0
490,0,30,129,0.1163,60.4930,2,0
491,0,30,129,0.1163,60.6093,0,0
492,0,30,129,0.1163,60.7255,1,0
493,0,30,129,0.1163,60.8418,0,0
494,0,30,129,0.1163,60.9581,2,0
495,0,30,129,0.1163,61.0744,0,0
496,1,31,129,0.1163,61.1907,1,0
497,1,31,129,0.1163,61.3069,0,0
498,1,31,129,0.1163,61.4232,2,0
499,1,31,129,0.1163,61.5395,2,0
500,1,31,129,0.1163,61.6558,2,0
501,1,31,129,0.1163,61.7720,0,0
502,1,31,129,0.1163,61.8883,0,0
503,1,31,129,0.1163,62.0046,0,0
504,1,31,129,0.1163,62.1209,3,0
505,1,31,129,0.1163,62.2372,0,0
506,1,31,129,0.1163,62.3534,0,0
507,1,31,129,0.1163,62.4697,3,0
508,1,31,129,0.1163,62.5860,0,0
509,1,31,129,0.1163,62.7023,0,0
510,1,31,129,0.1163,62.8186,3,0
511,1,31,129,0.1163,62.9348,0,0
512,0,32,129,0.1163,63.0511,1,0
513,0,32,129,0.1163,63.1674,0,0
514,0,32,129,0.1163,63.2837,0,0
515,0,32,129,0.1163,63.4000,0,0
516,0,32,129,0.1163,63.5162,2,0
517,0,32,129,0.1163,63.6325,0,0
518,0,32,129,0.1163,63.7488,0,0
519,0,32,129,0.1163,63.8651,0,0
520,0,32,129,0.1163,63.9813,1,0
521,0,32,129,0.1163,64.0976,0,0
522,0,32,129,0.1163,64.2139,0,0
523,0,32,129,0.1163,64.3302,1,0
524,0,32,129,0.1163,64.4465,0,0
525,0,32,129,0.1163,64.5627,0,0
526,0,32,129,0.1163,64.6790,1,0
527,0,32,129,0.1163,64.7953,0,0
528,1,33,129,0.1163,64.9116,1,0
529,1,33,129,0.1163,65.0279,0,0
530,1,33,129,0.1163,65.1441,1,0
531,1,33,129,0.1163,65.2604,0,0
532,1,33,129,0.1163,65.3767,2,0
533,1,33,129,0.1163,65.4930,0,0
534,1,33,129,0.1163,65.6093,2,0
535,1,33,129,0.1163,65.7255,0,0
536,1,33,129,0.1163,65.8418,1,0
537,1,33,129,0.1163,65.9581,1,0
538,1,33,129,0.1163,66.0744,0,0
539,1,33,129,0.1163,66.1907,3,0
540,1,33,129,0.1163,66.3069,0,0
541,1,33,129,0.1163,66.4232,0,0
542,1,33,129,0.1163,66.5395,0,0
543,1,33,129,0.1163,66.6558,0,0
544,0,34,129,0.1163,66.7720,1,0
545,0,34,129,0.1163,66.8883,0,0
546,0,34,129,0.1163,67.0046,0,0
547,0,34,129,0.1163,67.1209,0,0
548,0,34,129,0.1163,67.2372,2,0
549,0,34,129,0.1163,67.3534,0,0
550,0,34,129,0.1163,67.4697,0,0
551,0,34,129,0.1163,67.5860,0,0
552,0,34,129,0.1163,67.7023,1,0
553,0,34,129,0.1163,67.8186,0,0
554,0,34,129,0.1163,67.9348,0,0
555,0,34,129,0.1163,68.0511,1,0
556,0,34,129,0.1163,68.1674,0,0
557,0,34,129,0.1163,68.2837,0,0
558,0,34,129,0.1163,68.4000,1,0
559,0,34,129,0.1163,68.5162,0,0
560,1,35,129,0.1163,68.6325,1,0
561,1,35,129,0.1163,68.7488,0,0
562,1,35,129,0.1163,68.8651,1,0
563,1,35,129,0.1163,68.9813,0,0
564,1,35,129,0.1163,69.0976,2,0
565,1,35,129,0.1163,69.2139,0,0
566,1,35,129,0.1163,69.3302,2,0
567,1,35,129,0.1163,69.4465,0,0
568,1,35,129,0.1163,69.5627,1,0
569,1,35,129,0.1163,69.6790,1,0
570,1,35,129,0.1163,69.7953,0,0
571,1,35,129,0.1163,69.9116,3,0
572,1,35,129,0.1163,70.0279,0,0
573,1,35,129,0.1163,70.1441,0,0
574,1,35,129,0.1163,70.2604,0,0
575,1,35,129,0.1163,70.3767,0,0
576,0,36,129,0.1163,70.4930,1,0
577,0,36,129,0.1163,70.6093,0,0
578,0,36,129,0.1163,70.7255,0,0
579,0,36,129,0.1163,70.8418,0,0
580,0,36,129,0.1163,70.9581,2,0
581,0,36,129,0.1163,71.0744,0,0
582,0,36,129,0.1163,71.1907,0,0
583,0,36,129,0.1163,71.3069,0,0
584,0,36,129,0.1163,71.4232,1,0
585,0,36,129,0.1163,71.5395,0,0
586,0,36,129,0.1163,71.6558,0,0
587,0,36,129,0.1163,71.7720,1,0
588,0,36,129,0.1163,71.8883,0,0
589,0,36,129,0.1163,72.0046,0,0
590,0,36,129,0.1163,72.1209,1,0
591,0,36,129,0.1163,72.2372,0,0
592,1,37,129,0.1163,72.3534,1,0
593,1,37,129,0.1163,72.4697,0,0
594,1,37,129,0.1163,72.5860,1,0
595,1,37,129,0.1163,72.7023,0,0
596,1,37,129,0.1163,72.8186,2,0
597,1,37,129,0.1163,72.9348,0,0
598,1,37,129,0.1163,73.0511,2,0
599,1,37,129,0.1163,73.1674,0,0
600,1,37,129,0.1163,73.2837,1,0
601,1,37,129,0.1163,73.4000,1,0
602,1,37,129,0.1163,73.5162,0,0
603,1,37,129,0.1163,73.6325,3,0
604,1,37,129,0.1163,73.7488,0,0
605,1,37,129,0.1163,73.8651,0,0
606,1,37,129,0.1163,73.9813,0,0
607,1,37,129,0.1163,74.0976,0,0
608,0,38,129,0.1163,74.2139,1,0
609,0,38,129,0.1163,74.3302,0,0
610,0,38,129,0.1163,74.4465,0,0
611,0,38,129,0.1163,74.5627,0,0
612,0,38,129,0.1163,74.6790,2,0
613,0,38,129,0.1163,74.7953,0,0
614,0,38,129,0.1163,74.9116,0,0
615,0,38,129,0.1163,75.0279,0,0
616,0,38,129,0.1163,75.1441,1,0
617,0,38,129,0.1163,75.2604,0,0
618,0,38,129,0.1163,75.3767,0,0
619,0,38,129,0.1163,75.4930,1,0
620,0,38,129,0.1163,75.6093,0,0
621,0,38,129,0.1163,75.7255,0,0
622,0,38,129,0.1163,75.8418,1,0
623,0,38,129,0.1163,75.9581,0,0
624,1,39,129,0.1163,76.0744,1,0
625,1,39,129,0.1163,76.1907,0,0
626,1,39,129,0.1163,76.3069,1,0
627,1,39,129,0.1163,76.4232,0,0
628,1,39,129,0.1163,76.5395,2,0
629,1,39,129,0.1163,76.6558,0,0
630,1,39,129,0.1163,76.7720,2,0
