#,separator,Bar,BPM,time_unit (s),Rel_timestemp (s),label,continuous
148,1,19,168,0.1786,26.4286,0,0
149,1,19,168,0.1786,26.6071,0,0
150,1,19,168,0.1786,26.7857,0,0
151,1,19,168,0.1786,26.9643,0,0
152,0,20,168,0.1786,27.1429,3,0
153,0,20,168,0.1786,27.3214,0,0
154,0,20,168,0.1786,27.5000,0,0
155,0,20,168,0.1786,27.6786,0,0
156,0,20,168,0.1786,27.8571,3,0
157,0,20,168,0.1786,28.0357,0,0
158,0,20,168,0.1786,28.2143,0,0
159,0,20,168,0.1786,28.3929,0,0
160,1,21,168,0.1786,28.5714,5,1
161,1,21,168,0.1786,28.7500,5,1
162,1,21,168,0.1786,28.9286,5,1
163,1,21,168,0.1786,29.1071,5,1
164,1,21,168,0.1786,29.2857,5,1
165,1,21,168,0.1786,29.4643,5,1
166,1,21,168,0.1786,29.6429,5,1
167,1,21,168,0.1786,29.8214,0,0
168,0,22,168,0.1786,30.0000,3,0
169,0,22,168,0.1786,30.1786,0,0
170,0,22,168,0.1786,30.3571,0,0
171,0,22,168,0.1786,30.5357,0,0
172,0,22,168,0.1786,30.7143,1,0
173,0,22,168,0.1786,30.8929,0,0
174,0,22,168,0.1786,31.0714,1,0
175,0,22,168,0.1786,31.2500,1,0
176,1,23,168,0.1786,31.4286,0,0
177,1,23,168,0.1786,31.6071,0,0
178,1,23,168,0.1786,31.7857,2,0
179,1,23,168,0.1786,31.9643,0,0
180,1,23,168,0.1786,32.1429,1,0
181,1,23,168,0.1786,32.3214,0,0
182,1,23,168,0.1786,32.5000,2,0
183,1,23,168,0.1786,32.6786,0,0
184,0,24,168,0.1786,32.8571,1,0
185,0,24,168,0.1786,33.0357,0,0
186,0,24,168,0.1786,33.2143,0,0
187,0,24,168,0.1786,33.3929,5,1
188,0,24,168,0.1786,33.5714,5,1
189,0,24,168,0.1786,33.7500,5,1
190,0,24,168,0.1786,33.9286,5,1
191,0,24,168,0.1786,34.1071,5,1
192,1,25,168,0.1786,34.2857,5,1
193,1,25,168,0.1786,34.4643,5,1
194,1,25,168,0.1786,34.6429,5,1
195,1,25,168,0.1786,34.8214,5,1
196,1,25,168,0.1786,35.0000,5,1
197,1,25,168,0.1786,35.1786,0,0
198,1,25,168,0.1786,35.3571,0,0
199,1,25,168,0.1786,35.5357,0,0
200,0,26,168,0.1786,35.7143,3,0
201,0,26,168,0.1786,35.8929,0,0
202,0,26,168,0.1786,36.0714,0,0
203,0,26,168,0.1786,36.2500,0,0
204,0,26,168,0.1786,36.4286,1,0
205,0,26,168,0.1786,36.6071,0,0
206,0,26,168,0.1786,36.7857,1,0
207,0,26,168,0.1786,36.9643,1,0
208,1,27,168,0.1786,37.1429,0,0
209,1,27,168,0.1786,37.3214,0,0
210,1,27,168,0.1786,37.5000,2,0
211,1,27,168,0.1786,37.6786,0,0
212,1,27,168,0.1786,37.8571,1,0
213,1,27,168,0.1786,38.0357,0,0
214,1,27,168,0.1786,38.2143,2,0
215,1,27,168,0.1786,38.3929,0,0
216,0,28,168,0.1786,38.5714,1,0
217,0,28,168,0.1786,38.7500,0,0
218,0,28,168,0.1786,38.9286,5,1
219,0,28,168,0.1786,39.1071,5,1
220,0,28,168,0.1786,39.2857,5,1
221,0,28,168,0.1786,39.4643,5,1
222,0,28,168,0.1786,39.6429,5,1
223,0,28,168,0.1786,39.8214,5,1
224,1,29,168,0.1786,40.0000,5,1
225,1,29,168,0.1786,40.1786,5,1
226,1,29,168,0.1786,40.3571,5,1
227,1,29,168,0.1786,40.5357,5,1
228,1,29,168,0.1786,40.7143,0,0
229,1,29,168,0.1786,40.8929,0,0
230,1,29,168,0.1786,41.0714,3,0
231,1,29,168,0.1786,41.2500,0,0
232,0,30,168,0.1786,41.4286,3,0
233,0,30,168,0.1786,41.6071,0,0
234,0,30,168,0.1786,41.7857,0,0
235,0,30,168,0.1786,41.9643,0,0
236,0,30,168,0.1786,42.1429,0,0
237,0,30,168,0.1786,42.3214,0,0
238,0,30,168,0.1786,42.5000,0,0
239,0,30,168,0.1786,42.6786,0,0
240,1,31,168,0.1786,42.8571,0,0
241,1,31,168,0.1786,43.0357,0,0
242,1,31,168,0.1786,43.2143,0,0
243,1,31,168,0.1786,43.3929,0,0
244,1,31,168,0.1786,43.5714,0,0
245,1,31,168,0.1786,43.7500,0,0
246,1,31,168,0.1786,43.9286,0,0
247,1,31,168,0.1786,44.1071,0,0
248,0,32,168,0.1786,44.2857,0,0
249,0,32,168,0.1786,44.4643,0,0
250,0,32,168,0.1786,44.6429,1,0
251,0,32,168,0.1786,44.8214,0,0
252,0,32,168,0.1786,45.0000,1,0
253,0,32,168,0.1786,45.1786,0,0
254,0,32,168,0.1786,45.3571,0,0
255,0,32,168,0.1786,45.5357,0,0
256,1,33,168,0.1786,45.7143,1,0
257,1,33,168,0.1786,45.8929,0,0
258,1,33,168,0.1786,46.0714,0,0
259,1,33,168,0.1786,46.2500,0,0
260,1,33,168,0.1786,46.4286,0,0
261,1,33,168,0.1786,46.6071,0,0
262,1,33,168,0.1786,46.7857,0,0
263,1,33,168,0.1786,46.9643,0,0
264,0,34,168,0.1786,47.1429,1,0
265,0,34,168,0.1786,47.3214,0,0
266,0,34,168,0.1786,47.5000,0,0
267,0,34,168,0.1786,47.6786,0,0
268,0,34,168,0.1786,47.8571,1,0
269,0,34,168,0.1786,48.0357,0,0
270,0,34,168,0.1786,48.2143,2,0
271,0,34,168,0.1786,48.3929,0,0
272,1,35,168,0.1786,48.5714,1,0
273,1,35,168,0.1786,48.7500,0,0
274,1,35,168,0.1786,48.9286,0,0
275,1,35,168,0.1786,49.1071,0,0
276,1,35,168,0.1786,49.2857,2,0
277,1,35,168,0.1786,49.4643,2,0
278,1,35,168,0.1786,49.6429,0,0
279,1,35,168,0.1786,49.8214,0,0
280,0,36,168,0.1786,50.0000,1,0
281,0,36,168,0.1786,50.1786,0,0
282,0,36,168,0.1786,50.3571,0,0
283,0,36,168,0.1786,50.5357,0,0
284,0,36,168,0.1786,50.7143,1,0
285,0,36,168,0.1786,50.8929,0,0
286,0,36,168,0.1786,51.0714,2,0
287,0,36,168,0.1786,51.2500,0,0
288,1,37,168,0.1786,51.4286,1,0
289,1,37,168,0.1786,51.6071,0,0
290,1,37,168,0.1786,51.7857,0,0
291,1,37,168,0.1786,51.9643,0,0
292,1,37,168,0.1786,52.1429,2,0
293,1,37,168,0.1786,52.3214,2,0
294,1,37,168,0.1786,52.5000,0,0
295,1,37,168,0.1786,52.6786,0,0
296,0,38,168,0.1786,52.8571,1,0
297,0,38,168,0.1786,53.0357,0,0
298,0,38,168,0.1786,53.2143,0,0
299,0,38,168,0.1786,53.3929,0,0
300,0,38,168,0.1786,53.5714,1,0
301,0,38,168,0.1786,53.7500,0,0
302,0,38,168,0.1786,53.9286,2,0
303,0,38,168,0.1786,54.1071,0,0
304,1,39,168,0.1786,54.2857,1,0
305,1,39,168,0.1786,54.4643,0,0
306,1,39,168,0.1786,54.6429,0,0
307,1,39,168,0.1786,54.8214,0,0
308,1,39,168,0.1786,55.0000,2,0
309,1,39,168,0.1786,55.1786,2,0
310,1,39,168,0.1786,55.3571,0,0
311,1,39,168,0.1786,55.5357,0,0
312,0,40,168,0.1786,55.7143,1,0
313,0,40,168,0.1786,55.8929,0,0
314,0,40,168,0.1786,56.0714,0,0
315,0,40,168,0.1786,56.2500,0,0
316,0,40,168,0.1786,56.4286,1,0
317,0,40,168,0.1786,56.6071,0,0
318,0,40,168,0.1786,56.7857,1,0
319,0,40,168,0.1786,56.9643,1,0
320,1,41,168,0.1786,57.1429,0,0
321,1,41,168,0.1786,57.3214,0,0
322,1,41,168,0.1786,57.5000,0,0
323,1,41,168,0.1786,57.6786,0,0
324,1,41,168,0.1786,57.8571,0,0
325,1,41,168,0.1786,58.0357,0,0
326,1,41,168,0.1786,58.2143,0,0
327,1,41,168,0.1786,58.3929,0,0
328,0,42,168,0.1786,58.5714,1,0
329,0,42,168,0.1786,58.7500,0,0
330,0,42,168,0.1786,58.9286,0,0
331,0,42,168,0.1786,59.1071,0,0
332,0,42,168,0.1786,59.2857,1,0
333,0,42,168,0.1786,59.4643,0,0
334,0,42,168,0.1786,59.6429,2,0
335,0,42,168,0.1786,59.8214,0,0
336,1,43,168,0.1786,60.0000,1,0
337,1,43,168,0.1786,60.1786,0,0
338,1,43,168,0.1786,60.3571,0,0
339,1,43,168,0.1786,60.5357,0,0
340,1,43,168,0.1786,60.7143,0,0
341,1,43,168,0.1786,60.8929,0,0
342,1,43,168,0.1786,61.0714,1,0
343,1,43,168,0.1786,61.2500,1,0
344,0,44,168,0.1786,61.4286,1,0
345,0,44,168,0.1786,61.6071,0,0
346,0,44,168,0.1786,61.7857,0,0
347,0,44,168,0.1786,61.9643,0,0
348,0,44,168,0.1786,62.1429,1,0
349,0,44,168,0.1786,62.3214,0,0
350,0,44,168,0.1786,62.5000,2,0
351,0,44,168,0.1786,62.6786,0,0
352,1,45,168,0.1786,62.8571,1,0
353,1,45,168,0.1786,63.0357,0,0
354,1,45,168,0.1786,63.2143,0,0
355,1,45,168,0.1786,63.3929,0,0
356,1,45,168,0.1786,63.5714,0,0
357,1,45,168,0.1786,63.7500,0,0
358,1,45,168,0.1786,63.9286,1,0
359,1,45,168,0.1786,64.1071,1,0
360,0,46,168,0.1786,64.2857,1,0
361,0,46,168,0.1786,64.4643,0,0
362,0,46,168,0.1786,64.6429,0,0
363,0,46,168,0.1786,64.8214,0,0
364,0,46,168,0.1786,65.0000,1,0
365,0,46,168,0.1786,65.1786,0,0
366,0,46,168,0.1786,65.3571,2,0
367,0,46,168,0.1786,65.5357,0,0
368,1,47,168,0.1786,65.7143,1,0
369,1,47,168,0.1786,65.8929,0,0
370,1,47,168,0.1786,66.0714,0,0
371,1,47,168,0.1786,66.2500,1,0
372,1,47,168,0.1786,66.4286,0,0
373,1,47,168,0.1786,66.6071,0,0
374,1,47,168,0.1786,66.7857,0,0
375,1,47,168,0.1786,66.9643,0,0
376,0,48,168,0.1786,67.1429,1,0
377,0,48,168,0.1786,67.3214,0,0
378,0,48,168,0.1786,67.5000,0,0
379,0,48,168,0.1786,67.6786,0,0
380,0,48,168,0.1786,67.8571,1,0
381,0,48,168,0.1786,68.0357,0,0
382,0,48,168,0.1786,68.2143,2,0
383,0,48,168,0.1786,68.3929,0,0
384,1,49,168,0.1786,68.5714,1,0
385,1,49,168,0.1786,68.7500,0,0
386,1,49,168,0.1786,68.9286,0,0
387,1,49,168,0.1786,69.1071,0,0
388,1,49,168,0.1786,69.2857,0,0
389,1,49,168,0.1786,69.4643,0,0
390,1,49,168,0.1786,69.6429,0,0
391,1,49,168,0.1786,69.8214,0,0
392,0,50,168,0.1786,70.0000,0,0
393,0,50,168,0.1786,70.1786,0,0
394,0,50,168,0.1786,70.3571,0,0
395,0,50,168,0.1786,70.5357,0,0
396,0,50,168,0.1786,70.7143,0,0
397,0,50,168,0.1786,70.8929,0,0
398,0,50,168,0.1786,71.0714,0,0
399,0,50,168,0.1786,71.2500,0,0
400,1,51,168,0.1786,71.4286,1,0
401,1,51,168,0.1786,71.6071,0,0
402,1,51,168,0.1786,71.7857,0,0
403,1,51,168,0.1786,71.9643,0,0
404,1,51,168,0.1786,72.1429,1,0
405,1,51,168,0.1786,72.3214,1,0
406,1,51,168,0.1786,72.5000,1,0
407,1,51,168,0.1786,72.6786,0,0
408,0,52,168,0.1786,72.8571,1,0
409,0,52,168,0.1786,73.0357,0,0
410,0,52,168,0.1786,73.2143,0,0
411,0,52,168,0.1786,73.3929,0,0
412,0,52,168,0.1786,73.5714,2,0
413,0,52,168,0.1786,73.7500,0,0
414,0,52,168,0.1786,73.9286,0,0
415,0,52,168,0.1786,74.1071,0,0
416,1,53,168,0.1786,74.2857,1,0
417,1,53,168,0.1786,74.4643,0,0
418,1,53,168,0.1786,74.6429,0,0
419,1,53,168,0.1786,74.8214,0,0
420,1,53,168,0.1786,75.0000,1,0
421,1,53,168,0.1786,75.1786,1,0
422,1,53,168,0.1786,75.3571,1,0
423,1,53,168,0.1786,75.5357,0,0
424,0,54,168,0.1786,75.7143,1,0
425,0,54,168,0.1786,75.8929,0,0
426,0,54,168,0.1786,76.0714,0,0
427,0,54,168,0.1786,76.2500,0,0
428,0,54,168,0.1786,76.4286,0,0
429,0,54,168,0.1786,76.6071,0,0
430,0,54,168,0.1786,76.7857,0,0
431,0,54,168,0.1786,76.9643,0,0
432,1,55,168,0.1786,77.1429,1,0
433,1,55,168,0.1786,77.3214,0,0
434,1,55,168,0.1786,77.5000,0,0
435,1,55,168,0.1786,77.6786,0,0
436,1,55,168,0.1786,77.8571,1,0
437,1,55,168,0.1786,78.0357,1,0
438,1,55,168,0.1786,78.2143,1,0
439,1,55,168,0.1786,78.3929,0,0
440,0,56,168,0.1786,78.5714,1,0
441,0,56,168,0.1786,78.7500,0,0
442,0,56,168,0.1786,78.9286,0,0
443,0,56,168,0.1786,79.1071,0,0
444,0,56,168,0.1786,79.2857,2,0
445,0,56,168,0.1786,79.4643,0,0
446,0,56,168,0.1786,79.6429,0,0
447,0,56,168,0.1786,79.8214,0,0
448,1,57,168,0.1786,80.0000,5,1
449,1,57,168,0.1786,80.1786,5,1
450,1,57,168,0.1786,80.3571,5,1
451,1,57,168,0.1786,80.5357,5,1
452,1,57,168,0.1786,80.7143,5,1
453,1,57,168,0.1786,80.8929,5,1
454,1,57,168,0.1786,81.0714,0,0
455,1,57,168,0.1786,81.2500,0,0
456,0,58,168,0.1786,81.4286,3,0
457,0,58,168,0.1786,81.6071,0,0
458,0,58,168,0.1786,81.7857,0,0
459,0,58,168,0.1786,81.9643,0,0
460,0,58,168,0.1786,82.1429,3,0
461,0,58,168,0.1786,82.3214,0,0
462,0,58,168,0.1786,82.5000,3,0
463,0,58,168,0.1786,82.6786,0,0
464,1,59,168,0.1786,82.8571,3,0
465,1,59,168,0.1786,83.0357,0,0
466,1,59,168,0.1786,83.2143,0,0
467,1,59,168,0.1786,83.3929,0,0
468,1,59,168,0.1786,83.5714,0,0
469,1,59,168,0.1786,83.7500,0,0
470,1,59,168,0.1786,83.9286,0,0
471,1,59,168,0.1786,84.1071,0,0
472,0,60,168,0.1786,84.2857,5,1
473,0,60,168,0.1786,84.4643,5,1
474,0,60,168,0.1786,84.6429,5,1
475,0,60,168,0.1786,84.8214,5,1
476,0,60,168,0.1786,85.0000,5,1
477,0,60,168,0.1786,85.1786,5,1
478,0,60,168,0.1786,85.3571,5,1
479,0,60,168,0.1786,85.5357,0,0
480,1,61,168,0.1786,85.7143,3,0
481,1,61,168,0.1786,85.8929,0,0
482,1,61,168,0.1786,86.0714,0,0
483,1,61,168,0.1786,86.2500,0,0
484,1,61,168,0.1786,86.4286,1,0
485,1,61,168,0.1786,86.6071,0,0
486,1,61,168,0.1786,86.7857,1,0
487,1,61,168,0.1786,86.9643,1,0
488,0,62,168,0.1786,87.1429,0,0
489,0,62,168,0.1786,87.3214,0,0
490,0,62,168,0.1786,87.5000,2,0
491,0,62,168,0.1786,87.6786,0,0
492,0,62,168,0.1786,87.8571,1,0
493,0,62,168,0.1786,88.0357,0,0
494,0,62,168,0.1786,88.2143,2,0
495,0,62,168,0.1786,88.3929,0,0
496,1,63,168,0.1786,88.5714,1,0
497,1,63,168,0.1786,88.7500,0,0
498,1,63,168,0.1786,88.9286,0,0
499,1,63,168,0.1786,89.1071,5,1
500,1,63,168,0.1786,89.2857,5,1
501,1,63,168,0.1786,89.4643,5,1
502,1,63,168,0.1786,89.6429,5,1
503,1,63,168,0.1786,89.8214,5,1
504,0,64,168,0.1786,90.0000,5,1
505,0,64,168,0.1786,90.1786,5,1
506,0,64,168,0.1786,90.3571,5,1
507,0,64,168,0.1786,90.5357,5,1
508,0,64,168,0.1786,90.7143,5,1
509,0,64,168,0.1786,90.8929,0,0
510,0,64,168,0.1786,91.0714,0,0
511,0,64,168,0.1786,91.2500,0,0
512,1,65,168,0.1786,91.4286,3,0
513,1,65,168,0.1786,91.6071,0,0
514,1,65,168,0.1786,91.7857,0,0
515,1,65,168,0.1786,91.9643,0,0
516,1,65,168,0.1786,92.1429,1,0
517,1,65,168,0.1786,92.3214,0,0
518,1,65,168,0.1786,92.5000,1,0
519,1,65,168,0.1786,92.6786,1,0
520,0,66,168,0.1786,92.8571,0,0
521,0,66,168,0.1786,93.0357,0,0
522,0,66,168,0.1786,93.2143,2,0
523,0,66,168,0.1786,93.3929,0,0
524,0,66,168,0.1786,93.5714,1,0
525,0,66,168,0.1786,93.7500,0,0
526,0,66,168,0.1786,93.9286,2,0
527,0,66,168,0.1786,94.1071,0,0
528,1,67,168,0.1786,94.2857,1,0
529,1,67,168,0.1786,94.4643,0,0
530,1,67,168,0.1786,94.6429,5,1
531,1,67,168,0.1786,94.8214,5,1
532,1,67,168,0.1786,95.0000,5,1
533,1,67,168,0.1786,95.1786,5,1
534,1,67,168,0.1786,95.3571,5,1
535,1,67,168,0.1786,95.5357,5,1
536,0,68,168,0.1786,95.7143,5,1
537,0,68,168,0.1786,95.8929,5,1
538,0,68,168,0.1786,96.0714,5,1
539,0,68,168,0.1786,96.2500,5,1
540,0,68,168,0.1786,96.4286,0,0
541,0,68,168,0.1786,96.6071,0,0
542,0,68,168,0.1786,96.7857,0,0
543,0,68,168,0.1786,96.9643,0,0
544,1,69,168,0.1786,97.1429,1,0
545,1,69,168,0.1786,97.3214,0,0
546,1,69,168,0.1786,97.5000,2,0
547,1,69,168,0.1786,97.6786,0,0
548,1,69,168,0.1786,97.8571,0,0
549,1,69,168,0.1786,98.0357,0,0
550,1,69,168,0.1786,98.2143,2,0
551,1,69,168,0.1786,98.3929,0,0
552,0,70,168,0.1786,98.5714,1,0
553,0,70,168,0.1786,98.7500,0,0
554,0,70,168,0.1786,98.9286,2,0
555,0,70,168,0.1786,99.1071,2,0
556,0,70,168,0.1786,99.2857,0,0
557,0,70,168,0.1786,99.4643,0,0
558,0,70,168,0.1786,99.6429,0,0
559,0,70,168,0.1786,99.8214,0,0
560,1,71,168,0.1786,100.0000,1,0
561,1,71,168,0.1786,100.1786,0,0
562,1,71,168,0.1786,100.3571,2,0
563,1,71,168,0.1786,100.5357,0,0
564,1,71,168,0.1786,100.7143,0,0
565,1,71,168,0.1786,100.8929,0,0
566,1,71,168,0.1786,101.0714,2,0
567,1,71,168,0.1786,101.2500,0,0
568,0,72,168,0.1786,101.4286,1,0
569,0,72,168,0.1786,101.6071,0,0
570,0,72,168,0.1786,101.7857,2,0
571,0,72,168,0.1786,101.9643,2,0
572,0,72,168,0.1786,102.1429,0,0
573,0,72,168,0.1786,102.3214,0,0
574,0,72,168,0.1786,102.5000,0,0
575,0,72,168,0.1786,102.6786,0,0
576,1,73,168,0.1786,102.8571,3,0
577,1,73,168,0.1786,103.0357,0,0
578,1,73,168,0.1786,103.2143,0,0
579,1,73,168,0.1786,103.3929,3,0
580,1,73,168,0.1786,103.5714,0,0
581,1,73,168,0.1786,103.7500,0,0
582,1,73,168,0.1786,103.9286,0,0
583,1,73,168,0.1786,104.1071,0,0
584,0,74,168,0.1786,104.2857,3,0
585,0,74,168,0.1786,104.4643,0,0
586,0,74,168,0.1786,104.6429,0,0
587,0,74,168,0.1786,104.8214,3,0
588,0,74,168,0.1786,105.0000,0,0
589,0,74,168,0.1786,105.1786,0,0
590,0,74,168,0.1786,105.3571,3,0
591,0,74,168,0.1786,105.5357,0,0
592,1,75,168,0.1786,105.7143,5,1
593,1,75,168,0.1786,105.8929,5,1
594,1,75,168,0.1786,106.0714,5,1
595,1,75,168,0.1786,106.2500,5,1
596,1,75,168,0.1786,106.4286,5,1
597,1,75,168,0.1786,106.6071,5,1
598,1,75,168,0.1786,106.7857,5,1
599,1,75,168,0.1786,106.9643,5,1
600,0,76,168,0.1786,107.1429,5,1
601,0,76,168,0.1786,107.3214,0,0
602,0,76,168,0.1786,107.5000,0,0
603,0,76,168,0.1786,107.6786,0,0
604,0,76,168,0.1786,107.8571,0,0
605,0,76,168,0.1786,108.0357,0,0
606,0,76,168,0.1786,108.2143,3,0
607,0,76,168,0.1786,108.3929,0,0
608,1,77,168,0.1786,108.5714,3,0
